index,ID,Word,Metaphor,Score,Word_POS_Tag,Metaphor_POS_Tag,Sentence
51,3455,time,collapsing,0.409078086,Noun,Verb,"In the early 1980s , at a time when manufacturing industry was collapsing and the outlook for the unskilled looked particularly bleak , frustration boiled over in a series of riots in London , Bristol , Birmingham , Liverpool , and elsewhere ."
52,7065,speech,shown,0.32476941600000003,Noun,Verb,"Fraser dealt with this problem without difficulty and explained to Law in 1913 that "" the importance of getting important speeches in advance is shown in concrete manner by your Wallsend speech on October 29th ."
53,1456,based,block,0.521914874,Verb,Noun,"Not so long ago it seemed as if the world was to divide into three main trading blocks : the EC based around the West German economy ; a Northern American block based around the US Canadian free trade area , and a Pacific unit incorporating the Asian tigers with Japan and the yen at the centre ."
54,4603,hen,mother,1.156405665,Noun,Noun,In the fitting rooms at Taylors she fussed and fretted over her creations like a mother hen and though Paula was overawed by the great designer she also liked her on sight .
55,6237,checklists,situation,0.28964786,Noun,Noun,Baker ( 1984 ) suggests that four kinds of shortcoming emerge when checklists are validated in the real situation .
56,9588,lard,feeling,0.513145647,Noun,Verb,"Cos if you 're not feeling up to it , as well lard  "
57,3201,devoted,resources,0.669104009,Verb,Noun,In recent years the probation service has devoted increasing resources to supervising the more serious and persistent offenders .
58,3733,provisions,exert,0.153615485,Noun,Verb,In situations of this kind provisions governing access and format may exert powerful constraints on the use that can be made of these data .
59,8533,wrung,washing,1.327005619,Verb,Verb,The Exec Director did n't want his dirty washing wrung out in front of this Russian .
60,814,filled,imagery,0.755447735,Verb,Noun,What Andrew Motion presents us with here is a static and humourless mood piece filled with over elaborate imagery .
61,3718,characteristics,inherited,0.6794892709999999,Noun,Verb,"While there are , no doubt , predispositions toward criminal behaviour , and clearly certain characteristics are inherited , most sociologists would reject these   individual pathology   sort of theories ."
62,6613,history,reading,0.6794892709999999,Noun,Noun,"The   detour , of Stalinism is thus formalized as Marxism 's own descent into its unconscious , resulting in a dream work of heterogeneous histories that have eluded systematization and subsumption into the single meaning of Marxism 's own reading of history ."
63,873,items,combine,0.444210623,Noun,Verb,The sales combine items of charm at fairly accessible prices with some rare treasures aimed at big time collectors .
64,2517,crime,form,0.3786633,Noun,Noun,"There is an argument that treason is a more serious offence , since it strikes at the very foundations of the State and its social organizations , but treason is so rare that it is surely permissible to treat homicide as the most serious form of crime ."
65,657,waiting,cut,0.459284002,Verb,Verb,"In a large , prefabricated shed we wandered past stacks of 45 gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames ."
66,1340,mere,decoration,1.009594393,Adjective,Noun,"More problematic is the way in which such a dislocation has led to the acceptance of her   Mexicanness   as mere decoration of the essentially feminist themes of her work , thereby defusing a substantial part of the art described by Breton as a   ribbon round a bomb   ."
67,1892,independence,form,1.467648386,Noun,Noun,It would further naturalise and legitimise the evolving skeletal form of Palestinian independence .
68,3592,deprivation,pushed,0.425127314,Noun,Verb,"Where such arguments did not fit in with the overarching themes of race , violence and disorder , and social deprivation they were either sidelined or pushed into the sub clauses of official reports ."
69,3040,Silence,denounces,0.166912758,Noun,Verb,"The NAACP denounces The Silence of the Lambs because Hannibal the Cannibal shares his name with an African general , and the killer is Buffalo Bill ( yes , that 's a white man 's nickname , but the buffalo , NAACP explain patiently , is associated with Native Americans ) ."
70,2782,posters,stare,0.407355379,Noun,Verb,"As you come back from Brouage towards St Jean d'Angely   on the D18 via the canalside village of Pont l'Abbe d'Arnoult , with a lovely Romanesque church faade   a sign at the junction of the D122 points you to the chateau whose improbably perfect lake and gardens stare at you from posters throughout the region : La Roche Courbon ."
71,1554,touched,base,0.719243561,Verb,Noun,"It did not help at all that upon arrival yesterday the royal couple instantly touched base in that comforting symbol of past British power , the Hong Kong and Shanghai Bank ."
72,1339,historical,operating,0.3786633,Adjective,Verb,"Although this is not in itself to be dismissed as a tactic , it has diminished the complexity of Kahlo 's achievement as a specifically Mexican painter , operating within the particularities of her historical moment ."
73,3518,pervasive,sense,2.086541995,Adjective,Noun,"It argued that in talking about inner cities it was vital to think in terms not just of individuals , but of society ; that the multiple deprivations of the worst hit areas affected all the residents ; that the consequences included a pervasive sense of neglect and decay , a decline in community spirit , a low standard of neighbourhood facilities , and an increase in crime and vandalism ; and that , without government intervention , the future was one of reduced job opportunities , deteriorating housing , and a decline in public services ."
74,6297,forced,consider,0.7226053490000001,Verb,Verb,A glossary of terms and acronyms used can be very helpful not only to the reader but also to the writer who is forced to consider carefully how he is using various technical terms .
75,3566,statement,set,0.382523847,Noun,Verb,"The tone of the debate was set by Home Secretary William Whitelaw 's introductory statement in which he spoke of ( a ) the need to   remove the scourge of criminal violence from our streets   , and ( b ) the urgency of developing   policies designed to promote the mutual tolerance and understanding upon which the whole future of a free democratic society depends   ( Hansard , vol. 8 , 16 July 1981 : col. 1405 ) ."
76,6820,philosophers,consider,0.411807206,Noun,Verb,Women philosophers are in a special position to consider such questions for in the image of the philosopher 's child they see themselves .
77,7100,time,represent,0.994167662,Noun,Verb,"They represent a time when either their objects were not the same as those of the official organization , or the CCO was not enterprising enough to suit them ."
78,810,poet,float,0.201010792,Noun,Verb,But the vaporous presences that float through this slender and anaemic first novel by a notable poet would appear to support the claim .
79,1795,sympathy,rose,1.095701275,Noun,Verb,"Other recently depressed stores , and companies with businesses similar to Dixons , rose in sympathy ."
80,1623,toured,ignored,0.301505355,Verb,Verb,When New Zealand last toured Ireland in 1978 Leinster were ignored .
81,6831,assumption,false,0.50469029,Noun,Adjective,"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non rational beings ."
82,3663,housing,poor,0.752053612,Noun,Adjective,Perhaps this was because of their poor living conditions which would raise the question of why they were in poor housing .
83,16146,cider,sold,0.596975755,Noun,Verb,The best French cider I have drunk is a French cider sold by by Sainsburys .
84,12085,estimate,passes,0.304654494,Noun,Verb,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
85,6263,action,guide,0.752053612,Noun,Noun,In this context the operator requires a guide for action and not a scientific text book .
86,5136,task,tearing,0.6064493710000001,Noun,Verb,"He gave him a hand with a large oil drum , and then another , as Nell , tearing herself from her appointed task , dragged over a bench ."
87,6219,term,include,0.387213291,Noun,Verb,"Software might be restricted , as in this book , to computer programs but it is sometimes used as the generic term to include all sources of information ."
88,4735,soon,moving,0.395801094,Adverb,Verb,But if he was moving to London his new fashion house would soon be a talking point .
89,104,reports,arrangement,0.161833212,Noun,Noun,"According to unofficial reports , the arrangement was designed by the West German Foreign Minister , Hans Dietrich Genscher , the new Polish foreign minister , Krzystof Skubiszewski , and the Soviet Foreign Minister , Eduard Shevardnadze , who met recently at the United Nations in New York ."
90,4779,feared,growing,0.317862137,Verb,Verb,But in the cut throat world of fashion up and coming designers were to be feared   and already Gary 's reputation was growing .
91,7032,parliament,advances,0.39259324,Noun,Noun,"Improved morale would also make possible organizational advances outside parliament , all linked to the issue of Ulster , and with the sights fixed firmly on the next election , an election that would make or break the Union , the Empire and Law 's leadership of the party ."
92,667,litres,spilled,0.434010578,Noun,Verb,In April 1985 a tanker spilled 200 litres of PCBs over the main Trans Canada Highway on the border between Ontario and Manitoba .
93,3215,behaviour,standards,0.406336371,Noun,Noun,Support refers to anything which is said or done to help the offender solve or mitigate their personal or social problems : surveillance to anything which is said or done to induce the offender to conform to socially acceptable standards of behaviour .
94,6374,minority,reached,0.6794892709999999,Noun,Verb,"However , only a minority of adolescents will have reached the ego identity achievement stage at the age when most pupils have to make crucial decisions about subject choice at school ."
95,6383,choice,subject,0.326809562,Noun,Adjective,Delaying subject choice : Britain is unusual in asking pupils to make crucial choices about subject options in the 13 16 age range .
96,2831,little,odd,0.657229249,Adjective,Adjective,"  It may seem a little odd for prison staff to be looking at their prisoners as customers , but they are the direct consumers of our service ,   explained Mr Stephen Twinn , prison director , who spent 23 years in the public sector at various grades of prison governor ."
97,3492,resources,injection,1.3961701919999998,Noun,Noun,"Or would a simple injection of resources transform Kafkaesque honeycombs into happy living spaces , with a consequent decline in inner city ills  "
98,6681,totalization,proceed,0.4783058,Noun,Verb,"The major question thus always remains unanswered in the Critique : every time that Sartre announces that he is about to proceed with the fundamental problem of how History can be a totalization without a totalizer , he turns back to a previous , more easily intelligible stage on the way ."
99,2568,manslaughter,reduced,0.549885363,Noun,Verb,"But this argument will seem less persuasive when we have discussed cases of manslaughter by reason of diminished responsibility : where a murder is reduced to manslaughter , the judge has a wide sentencing discretion and may , according to the facts of the case , select a determinate prison sentence , a hospital order , or life imprisonment ."
100,1498,report,makes,0.356650531,Noun,Verb,"Yet yesterday 's report on the Clapham crash , confirming the picture which emerged throughout the Hidden inquiry , makes an event which seemed at the time totally unexpected look almost inevitable ."
101,4493,perform,inventory,0.416266591,Verb,Noun,"More closely linked to GIS is work by McMaster and Johnson ( 1986 ) who perform a very detailed inventory of hazardous materials ( both stored and transported ) in Santa Monica , California ."
102,3642,Taking,role,0.16891732,Verb,Noun,"Taking the specific argument about the role of drugs and   drug barons   in stimulating the riots , this seems to have served two purposes ."
103,6187,variable,susceptible,0.34262643200000004,Adjective,Adjective,Human resources are too complex a variable to be easily susceptible to measurement beyond the level of counting heads and trades .
104,3676,ears,found,0.29985392,Noun,Verb,"Thus were explained anatomically the enormous jaws , high cheek bones , prominent superciliary arches , solitary lines on the palms , extreme size of the orbits , handle shaped or sessile ears found in criminals , savages and apes , insensibility of pain , extremely acute sight , tattooing , excessive idleness , love of orgies and the craving for evil for its own sake  "
105,4866,fringe,darkly,0.168107382,Noun,Adverb,"The model came in with the cups of tea , still glowering darkly at Paula from beneath her fringe of false eyelashes ."
106,4499,departments,planning,0.291980819,Noun,Noun,"In the UK only a handful of county emergency planning departments ( Cumbria , for instance ) have built up resource databases in digital form and this needs to be promoted ."
107,11129,start,load,0.185479868,Verb,Noun,"I mean , I 'll , I 'll , I 'll be interesting to see how they they start next week with a a load of er bands on Thursday nights ."
108,6267,routine,tell,0.662852828,Adjective,Verb,Note the enormous flexibility compared with a routine which would tell him only how to get from one particular point to another .
109,2554,None,strong,0.23971492,Noun,Adjective,"None of these arguments is notably strong , let alone conclusive ."
110,6191,expertise,takes,0.752053612,Noun,Verb,These factors are worthy of emphasis because in practice they are still dealt with very badly in many organisations and yet it takes little trouble or expertise to make an enormous difference .
111,2143,sounding,determined,0.346463204,Verb,Verb,"Penny , sounding childishly , sullenly determined , broke into her mother 's thoughts ."
112,1895,violence,natural,0.62474902,Noun,Adjective,"It would maximise civilian tactics of resistance and defuse the natural potential for violence , containing and eventually eliminating the marginal but intrusive phenomenon of collaborator activation by Israeli security authorities and collaborator execution by local Palestinians ."
113,6485,nursery,ran,0.6002869479999999,Noun,Verb,"In addition the Elfreda Rathbone organisation , a voluntary organisation helping people with learning disabilities , ran a free day nursery in the borough for a small number of children with learning difficulties ."
114,2614,draws,line,0.75706915,Verb,Noun,"If the point of distinguishing murder from manslaughter is to mark out the most heinous group of killings for the extra stigma of a murder conviction , it can be argued that the   grievous bodily harm   rule draws the line too low ."
115,7117,marble,floor,0.847864367,Noun,Noun,"There is no sign of civilization , but herds of zebra and wildebeest and clumps of elephants marble the valley floor ."
116,6888,recognise,possessing,0.166055435,Verb,Verb,"Lockean children have the added amazing ability to recognise reason in you without possessing any themselves , while Kantian kids , two stages back from rationality , have the disconcerting habit of getting puzzled and asking questions ."
117,2071,boys,lean,0.739568902,Noun,Verb,I know the little boys lean on her too much and I would have gone if I could .  
118,994,space,short,0.743808893,Noun,Adjective,"Some urban gardeners , as short of space inside as they are out , want their gardens to be extensions of their homes , with a great deal of hard paving , good furniture and lighting ."
119,91,carrying,bound,0.153615485,Verb,Verb,The one they missed pulled out from Warsaw 's East Station at 2.50am yesterday carrying 809 cheering East Germans bound for the Rhine region of West Germany .
120,6172,reduce,form,0.5367784870000001,Verb,Noun,"There have been two attempts to reduce human resources to this form of measurement ( Giles and Robinson , 1972 ) ."
121,2557,penalty,calculations,0.62773378,Noun,Noun,"The same applies to the general deterrent argument : its effectiveness depends on whether the penalty for murder affects the calculations of potential killers at all , and , if it does , whether life imprisonment is seen as significantly more or less severe than the alternative of a long , fixed term sentence ."
122,4567,based,system,0.412478355,Verb,Noun,"As far as we know the microcomputer based emergency response system devised by Belardo et al. ( 1983 ) , is the only GIS like software to incorporate this algorithm ."
123,1713,knowledge,deep,0.7050830990000001,Noun,Adjective,"A user may have a deep knowledge of business problems , but knowing little about computers , has no idea how they should be tackled ."
124,6287,orientates,introduction,0.752053612,Verb,Noun,"The first part should be a general introduction which orientates the readers towards the system , its purpose , its functional structure and mode of operation and its performance limits ."
125,1949,subject,tussle,0.65775904,Noun,Noun,What little money has been recovered remains the subject of a legal tussle in the courts which may yet take months to resolve .
126,1757,bid,joint,0.6056439770000001,Noun,Adjective,Container group Tiphook yesterday said it was still confident of winning its joint  643million bid for Sea Containers even though the battle has swung towards James Sherwood 's ferries to trailers combine .
127,1291,style,piece,0.37593418,Noun,Noun,"In the later Vogue piece only the style remained as the far more overtly sexual , Kahloesque models lounged and pouted in their   Mexican   interiors ."
128,1083,picked,web,0.305137,Verb,Noun,They picked up power from a spider 's web of unsightly overhead wires .
129,1797,value,release,0.639160451,Noun,Verb,Properties continued to shine as British Land produced a complicated scheme to release the value of its property portfolio .
130,6796,relation,valued,0.504554631,Noun,Verb,"Where the end is person  rather than role oriented   that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists   then education is valued in relation to some conception of worthwhile human existence which it is meant to serve ."
131,471,gifts,hints,0.6794892709999999,Noun,Noun,Football : Hazard hints at the missing gifts
132,2097,life,refugee,0.7079078259999999,Noun,Noun,"Without Angela Morgan , at least two major clients were in danger of not getting the assiduous service they were paying for , and it would be well worth trying to see if one of them , whom he knew to be a fellow refugee from family life at the weekends , could be found ."
133,7064,asserted,quarters,0.387636742,Verb,Noun,"In many quarters it is asserted that the Unionist Press are treated with greater courtesy by the Radicals than by their own side . """
134,6720,bestowed,cause,1.378361814,Verb,Noun,"A royal banner now bestowed respectability on a cause ; kings ' wars were assumed to be for the sake of peace , even when cripplingly expensive and increasingly savage ."
135,4893,smile,spread,0.967448203,Noun,Noun,Her smile spread .
136,2546,system,called,0.3852529670000001,Noun,Verb,"Indeed , many systems of criminal law impose a mandatory sentence for murder ( or whatever the highest form of homicide is called in that system ) ."
137,6460,sustained,clinging,0.892687838,Verb,Verb,"The fourth point , the idea that science is intrinsically masculine , can be sustained only by clinging to an irredeemably narrow conception of science and scientific thinking ."
138,1455,display,steps,0.33585212299999995,Verb,Noun,"The first , albeit tenative , steps towards forming a new Pacific based economic union display an astute awareness of the way events are moving within Europe : movements with which Number 10 has yet to come to grips ."
139,1309,failure,stemmed,0.595172047,Noun,Verb,"The   impossibility   stemmed from the failure of such followers to recognise the symbolic importance of Kahlo 's choice of clothing , a failure also intrinsic to her recent magazine appearances ."
140,7035,set,fought,0.153615485,Verb,Verb,"No general election was fought by the organization set up after 1911 , but there is little doubt that there was a massive improvement ; criticisms that were commonplace in 1910 were not to be heard by 1913 ."
141,2989,prey,alert,0.409078086,Noun,Adjective,"Echoes of the signal alert them to possible prey , at ranges up to 80 90 metres in shallow waters ."
142,2767,variety,enormous,0.923675936,Noun,Adjective,"Even for France , the variety to be found is enormous ."
143,8369,suddenly,raised,0.53166502,Adverb,Verb,"Sorge saw the Exec Director look up , his eyebrows raised suddenly ."
144,479,candidates,assess,0.356650531,Noun,Verb,"Bobby Robson was there to assess World Cup candidates , but nothing positive emerged from 90 minutes of scuffling that made one almost yearn for the more measured boredom of Rangers ' European Cup exit in Munich three days earlier ."
145,3505,market,liberation,0.712036442,Noun,Noun,"the encouragement of private investment and the liberation of the market ; the containment of the forces of social discontent ; the control of the powers of the local authorities ; and the encouragement of the movement of the wealthy into the inner city thus creating buffer areas of Tory support , accentuating inequalities and injustice and ( hopefully though not necessarily ) reducing the potential for conflict among the urban poor ."
146,3744,demands,heavy,0.803470971,Noun,Adjective,for this reason they make particularly heavy demands on current GIS technology both because of the size of the data sets and the diversity of the data structures that are involved .
147,199,status,abuse,0.7050466059999999,Noun,Verb,"In spite of his gift to the sport , Keller was anxious not to abuse his status as President and never went to a rowing event unless invited ."
148,3474,contract,enjoy,0.157837707,Noun,Verb,"The basic social contract , whereby citizens enjoy certain rights   including health care , decent education and housing and a job   in return for which they observe the rule of law , was breaking down ."
149,3750,draws,role,0.468187813,Verb,Noun,This contribution also indicates the wide variety of groups that are involved in monitoring environmental change and draws attention to the role that the European Community is increasingly playing in co ordinating these efforts .
150,2869,Paths,allowing,0.45523788,Noun,Verb,"Paths and boundaries vanished , allowing the tides of street life to wash right up to the doorsteps ."
151,2770,north,clumps,0.564284937,Noun,Noun,"To the north , where Poitou borders on the Vendee , shapely clumps of trees are almost the only punctuation marks on widespreading marshy landscapes ; to the south it bubbles with little rolling hills ."
152,4573,nodes,network,0.72227366,Noun,Noun,"This is the so called Chinese postman problem , which provides a Hamiltonian circuit through the arcs ( as compared with the travelling salesman problem which is a minimum route through the network nodes ) ."
153,1303,fascination,grew,0.6828833940000001,Noun,Verb,The majority of her work is self portraiture ; her aesthetic concerns grew from her fascination with the falsity of appearance .
154,3730,fields,application,0.301043966,Noun,Noun,"Given the extent to which geographic information management is applications driven , it is important to consider in some depth the characteristics of some potential application fields ."
155,6848,childhood,training,0.610009318,Noun,Noun,"In training for youth , the child must be given reasons ; in the training of the infant for childhood this can not be done ."
156,491,keeper,stretch,0.792176164,Noun,Noun,"They ought to have pocketed three points in the first half hour but Tony Adams , a more threatening centre forward on his forays than the current Alan Smith , missed the target with two headers and David Rocastle let Dave Beasant save a penalty , much as the stretch version keeper had done for Wimbledon in the 1988 FA Cup final ."
157,3096,association,led,0.382523847,Noun,Verb,"Peter Nutting , who led the association of Outhwaite members to a succesful settlement , said he sympathised with Gooda Walker names , but   if the names were not going to pay these calls , who did they think was going to pay them    "
158,11558,round,bend,0.584272668,Adjective,Noun,I mean it 'd be two forty we 'd be round the bloody bend !
159,4520,potential,sources,0.632622059,Adjective,Noun,Two other potential sources of data are worth mentioning .
160,6641,social,ensembles,0.689647331,Adjective,Noun,"There is , therefore , before any understanding of historic agents and movements , a certain aporia in all social ensembles : from afar they may appear whole , but close to , they can be seen as riddled with holes ."
161,6838,philosophers,drawn,0.428921464,Noun,Verb,"First of all , let us remind ourselves of the traditional picture of children drawn for us by some great philosophers of the past ."
162,3506,local,structure,0.63328053,Adjective,Noun,"The main thrust of the Government 's policy is contained in the January 1988 White Paper on Regional Policy and the Enterprise Economy , in the new Employment Training programme , and especially in the March 1988 Action for Cities programme   all resting on wider reforms to local government structure and finance , and to education and housing ."
163,4779,cut,world,1.685393608,Noun,Noun,But in the cut throat world of fashion up and coming designers were to be feared   and already Gary 's reputation was growing .
